Model,Accuracy,Precision,Recall,F1 Score,AUC,Best CV F1,OOB Score
Tuned Random Forest,0.8100558659217877,0.7966101694915254,0.6811594202898551,0.734375,0.8379446640316206,0.7485294301002704,0.8202247191011236
